Unnamed: 0,year,input_string,sale_date,address,postal_code,ppr_county,price,not_full_market_price,vat_exclusive,description_of_property,property_size_description,date,formatted_address,accuracy,latitude,longitude,postcode,type,geo_county,electoral_district,electoral_district_id,region,small_area
198059,2017.0,"1 GROVE AVE, MALAHIDE, DUBLIN,Dublin,Ireland",02/05/2017,"1 GROVE AVE, MALAHIDE, DUBLIN",,Dublin,16000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-05-02,"1 Grove Ave, Malahide, Co. Dublin, K36 YY46, Ireland",ROOFTOP,53.4472622,-6.1496689,K36 YY46,street_address,Fingal,Malahide East,04029,Dublin,267105019
198062,2017.0,"1 GULLISTAN TERRACE, RATHMINES, DUBLIN 6,Dublin,Ireland",06/01/2017,"1 GULLISTAN TERRACE, RATHMINES, DUBLIN 6",Dublin 6,Dublin,905000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-01-06,"1 Gulistan Terrace, Dublin 6, D06 T6X2, Ireland",ROOFTOP,53.3248075,-6.2609317,D06 T6X2,street_address,Dublin City,Rathmines West B,02139,Dublin,268133013
198067,2017.0,"1 HARCOURT TERRACE, DUBLIN 2,Dublin,Ireland",10/03/2017,"1 HARCOURT TERRACE, DUBLIN 2",,Dublin,1000000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-03-10,"1 Harcourt Terrace, Saint Kevin's, Dublin 2, D02 TX05, Ireland",ROOFTOP,53.3325055,-6.258198,D02 TX05,street_address,Dublin City,St. Kevin's,02146,Dublin,268142020
198080,2017.0,"1 HOMELAWN AVE, TALLAGHT DUBLIN 24, DUBLIN,Dublin,Ireland",07/03/2017,"1 HOMELAWN AVE, TALLAGHT DUBLIN 24, DUBLIN",Dublin 24,Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-03-07,"1 Homelawn Ave, Oldbawn, Dublin 24, D24 XW9T, Ireland",ROOFTOP,53.2835985,-6.3503706,D24 XW9T,street_address,South Dublin,Tallaght-Avonbeg,03028,Dublin,267136007
198086,2017.0,"1 INNS COURT, WINETAVERN ST, DUBLIN 7,Dublin,Ireland",08/05/2017,"1 INNS COURT, WINETAVERN ST, DUBLIN 7",Dublin 8,Dublin,263300.0,No,No,Second-Hand Dwelling house /Apartment,,2017-05-08,"Winetavern St, Merchants Quay, Dublin, Ireland",GEOMETRIC_CENTER,53.3436116,-6.2718441,,"establishment,lodging,point_of_interest",Dublin City,Merchants Quay A,02119,Dublin,268098006
198090,2017.0,"1 KEMPTON VIEW, ASHTOWN, DUBLIN 7,Dublin,Ireland",03/02/2017,"1 KEMPTON VIEW, ASHTOWN, DUBLIN 7",Dublin 7,Dublin,550000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-02-03,"7 Kempton View, Ashtown, Dublin, Ireland",RANGE_INTERPOLATED,53.3738321,-6.3261876,,street_address,Dublin City,Ashtown A,02006,Dublin,268006002
198092,2017.0,"1 KILBARRON RD, COOLOCK, DUBLIN,Dublin,Ireland",09/05/2017,"1 KILBARRON RD, COOLOCK, DUBLIN",Dublin 5,Dublin,240000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-05-09,"1 Kilbarron Rd, Kilmore, Dublin 5, D05 EE37, Ireland",ROOFTOP,53.3917014,-6.2155778,D05 EE37,street_address,Dublin City,Kilmore B,02070,Dublin,268089005
198099,2017.0,"1 KILMORE COURT, KILMORE RD, ARTANE DUBLIN 5,Dublin,Ireland",10/05/2017,"1 KILMORE COURT, KILMORE RD, ARTANE DUBLIN 5",Dublin 5,Dublin,175000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-05-10,"1 Kilmore Rd, Kilmore, Dublin, Ireland",RANGE_INTERPOLATED,53.3918307,-6.2149528,,street_address,Dublin City,Kilmore B,02070,Dublin,268089005
198108,2017.0,"1 LAKELANDS PARK, TERENURE, DUBLIN 6W,Dublin,Ireland",03/02/2017,"1 LAKELANDS PARK, TERENURE, DUBLIN 6W",,Dublin,1100000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-02-03,"1 Lakelands Park, Templeogue, Dublin 6W, Co. Dublin, D6W WP90, Ireland",ROOFTOP,53.3061725,-6.291759,D6W WP90,street_address,Dublin City,Terenure C,02150,Dublin,268146006
198113,2017.0,"1 LATCHFORD GREEN, CASTAHEANY, DUBLIN 15,Dublin,Ireland",12/05/2017,"1 LATCHFORD GREEN, CASTAHEANY, DUBLIN 15",Dublin 15,Dublin,272500.0,No,No,Second-Hand Dwelling house /Apartment,,2017-05-12,"1 Latchford Green, Castaheany, Clonee, Co. Dublin, D15 W2C9, Ireland",ROOFTOP,53.3979309,-6.4326605,D15 W2C9,street_address,Fingal,Blanchardstown-Blakestown,04009,Dublin,267028077
198114,2017.0,"1 LATCHFORD TERRACE, HANSFIELD RD, CASTAHEANEY DUBLIN 15,Dublin,Ireland",12/05/2017,"1 LATCHFORD TERRACE, HANSFIELD RD, CASTAHEANEY DUBLIN 15",Dublin 15,Dublin,270000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-05-12,,,,,,,,,,,
198115,2017.0,"1 LAUDERDALE TERRACE, NEW ROW ST, DUBLIN 8,Dublin,Ireland",02/06/2017,"1 LAUDERDALE TERRACE, NEW ROW ST, DUBLIN 8",Dublin 8,Dublin,468501.0,No,No,Second-Hand Dwelling house /Apartment,,2017-06-02,"Lauderdale Terrace, New Row S, Merchants Quay, Dublin 8, Ireland",ROOFTOP,53.3386049,-6.2733707,,premise,Dublin City,Merchants Quay C,02121,Dublin,268100017
198140,2017.0,"1 MARTELLO TERRACE, STRAND RD, SUTTON DUBLIN 13,Dublin,Ireland",04/05/2017,"1 MARTELLO TERRACE, STRAND RD, SUTTON DUBLIN 13",Dublin 13,Dublin,1216000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-05-04,"Martello Terrace, Strand Rd, Sutton South, Dublin 13, Ireland",ROOFTOP,53.373472,-6.0979183,,premise,Fingal,Howth,04024,Dublin,267095002
198145,2017.0,"1 MELVILLE COVE, FINGLAS, DUBLIN 11,Dublin,Ireland",05/05/2017,"1 MELVILLE COVE, FINGLAS, DUBLIN 11",Dublin 11,Dublin,150000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2017-05-05,"1 Melville Grove, Jamestown Little, Dublin 11, D11 KA4E, Ireland",ROOFTOP,53.4011352,-6.292196,D11 KA4E,street_address,Fingal,Dubber,04020,Dublin,267066020
198153,2017.0,"1 MOUNT PLEASANT VILLAS, RANELAGH, DUBLIN 6,Dublin,Ireland",10/02/2017,"1 MOUNT PLEASANT VILLAS, RANELAGH, DUBLIN 6",Dublin 6,Dublin,437000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-02-10,"1 Mountpleasant Villas, Dublin 6, D06 F802, Ireland",ROOFTOP,53.3261503,-6.2592049,D06 F802,street_address,Dublin City,Rathmines West B,02139,Dublin,268133015
198158,2017.0,"1 MURRAYS COTTAGES, SARSFIELD RD, INCHICORE DUBLIN 10,Dublin,Ireland",02/02/2017,"1 MURRAYS COTTAGES, SARSFIELD RD, INCHICORE DUBLIN 10",Dublin 10,Dublin,395000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-02-02,,,,,,,,,,,
198164,2017.0,"1 NEILSTOWN GARDENS, CLONDALKIN, DUBLIN 22,Dublin,Ireland",10/02/2017,"1 NEILSTOWN GARDENS, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,215000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-02-10,"1 Neilstown Gardens, Neillstown, Dublin 22, D22 W992, Ireland",ROOFTOP,53.3391703,-6.3948099,D22 W992,street_address,South Dublin,Clondalkin-Moorfield,03008,Dublin,267051007
198198,2017.0,"1 PIMLICO, THE COOMBE, DUBLIN 8,Dublin,Ireland",07/03/2017,"1 PIMLICO, THE COOMBE, DUBLIN 8",Dublin 8,Dublin,305000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-03-07,"1 Pimlico, Merchants Quay, Dublin 8, D08 CA47, Ireland",ROOFTOP,53.339651,-6.2800789,D08 CA47,street_address,Dublin City,Merchants Quay B,02120,Dublin,268099006
198201,2017.0,"1 PINTAIL HOUSE, REDCOURT OAKS, SEAFIELD RD EAST,Dublin,Ireland",01/01/2017,"1 PINTAIL HOUSE, REDCOURT OAKS, SEAFIELD RD EAST",Dublin 3,Dublin,242424.0,Yes,No,Second-Hand Dwelling house /Apartment,,2017-01-01,,,,,,,,,,,
198207,2017.0,"1 Park Lane, Belltree, Clongriffin,Dublin,Ireland",08/05/2017,"1 Park Lane, Belltree, Clongriffin",Dublin 13,Dublin,315677.38,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017-05-08,"Belltree Avenue, Donaghmede, Dublin, Ireland",GEOMETRIC_CENTER,53.4065193,-6.1564006,,route,Dublin City,Grange B,02060,Dublin,268072013/01
198210,2017.0,"1 Priorswood Lodge, Clonshaugh Road, Clonshaugh,Dublin,Ireland",09/03/2017,"1 Priorswood Lodge, Clonshaugh Road, Clonshaugh",Dublin 17,Dublin,280000.0,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017-03-09,"Priorswood Lodge, Clonshaugh Rd, Clonshagh, Dublin 17, Ireland",ROOFTOP,53.4032235,-6.214759,,premise,Dublin City,Priorswood A,02080,Dublin,268121003
198215,2017.0,"1 RINGFORT VIEW, BALROTHERY, BALBRIGGAN,Dublin,Ireland",06/03/2017,"1 RINGFORT VIEW, BALROTHERY, BALBRIGGAN",,Dublin,149100.0,No,No,Second-Hand Dwelling house /Apartment,,2017-03-06,"1 Ringfort Ave, Rosepark, Balrothery, Co. Dublin, K32 F218, Ireland",ROOFTOP,53.5846764,-6.184308,K32 F218,street_address,Fingal,Balbriggan Rural,04002,Dublin,267002039
198232,2017.0,"1 SHAMROCK PLACE, NORTH STRAND, DUBLIN 1,Dublin,Ireland",05/04/2017,"1 SHAMROCK PLACE, NORTH STRAND, DUBLIN 1",Dublin 1,Dublin,140000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-04-05,"1 Shamrock Pl, North Dock, Dublin 1, D01 P2X2, Ireland",ROOFTOP,53.3552895,-6.2448094,D01 P2X2,street_address,Dublin City,North Dock C,02078,Dublin,268109015
198234,2017.0,"1 SHELBOURNE PLACE, SHELBOURNE RD, DUBLIN 4,Dublin,Ireland",01/03/2017,"1 SHELBOURNE PLACE, SHELBOURNE RD, DUBLIN 4",Dublin 4,Dublin,730000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-03-01,"1, Shelbourne Place, Shelbourne Rd, Dublin 4, Ireland",ROOFTOP,53.3351487,-6.2334952,,subpremise,Dublin City,Pembroke West A,02130,Dublin,268115020
198237,2017.0,"1 ST AGNES TERRACE, DODDER RD LOWER, RATHFARNHAM DUBLIN 14,Dublin,Ireland",08/02/2017,"1 ST AGNES TERRACE, DODDER RD LOWER, RATHFARNHAM DUBLIN 14",Dublin 14,Dublin,365000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-02-08,,,,,,,,,,,
198238,2017.0,"1 ST AONAS LAWN, TYMON NORTH, TALLAGHT DUBLIN 24,Dublin,Ireland",06/03/2017,"1 ST AONAS LAWN, TYMON NORTH, TALLAGHT DUBLIN 24",Dublin 24,Dublin,240000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-03-06,,,,,,,,,,,
198239,2017.0,"1 ST BARNABAS GARDENS, WEST RD, EAST WALL DUBLIN 3,Dublin,Ireland",10/05/2017,"1 ST BARNABAS GARDENS, WEST RD, EAST WALL DUBLIN 3",Dublin 3,Dublin,380000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-05-10,"1 St Barnabas Gardens, East Wall, Dublin 3, D03 C952, Ireland",ROOFTOP,53.3553622,-6.238239,D03 C952,street_address,Dublin City,North Dock B,02077,Dublin,268108007
198248,2017.0,"1 ST PATRICKS PLACE, FONTENOY ST, DUBLIN 7,Dublin,Ireland",08/03/2017,"1 ST PATRICKS PLACE, FONTENOY ST, DUBLIN 7",Dublin 7,Dublin,402000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-03-08,,,,,,,,,,,
198249,2017.0,"1 ST VINCENTS ST, SOUTH DUBLIN 8, DUBLIN,Dublin,Ireland",12/05/2017,"1 ST VINCENTS ST, SOUTH DUBLIN 8, DUBLIN",Dublin 15,Dublin,325000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-05-12,"1 St Vincent St S, Wood Quay, Dublin 8, D08 T8W8, Ireland",ROOFTOP,53.3330913,-6.2745434,D08 T8W8,street_address,Dublin City,Wood Quay B,02162,Dublin,268162001
198252,2017.0,"1 STRATTON LAWN ALDERILE, ADAMSTOWN,Dublin,Ireland",09/05/2017,"1 STRATTON LAWN ALDERILE, ADAMSTOWN",,Dublin,246696.03,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017-05-09,,,,,,,,,,,
198258,2017.0,"1 SWEETMAN HOUSE, MYRTLE AVE, THE COAST BALDOYLE,Dublin,Ireland",01/06/2017,"1 SWEETMAN HOUSE, MYRTLE AVE, THE COAST BALDOYLE",Dublin 13,Dublin,310000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-06-01,"3, Sweetman House, Myrtle Ave, The Coast, Dublin 13, Ireland",ROOFTOP,53.3997919,-6.1463276,,premise,Fingal,Baldoyle,04004,Dublin,267004013
198264,2017.0,"1 Sybill Hill Avenue, Raheny, Dublin 5,Dublin,Ireland",07/02/2017,"1 Sybill Hill Avenue, Raheny, Dublin 5",Dublin 5,Dublin,68500.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,2017-02-07,"1 Sybil Hill Ave, Clontarf, Dublin 5, D05 DX52, Ireland",ROOFTOP,53.3762738,-6.1859576,D05 DX52,street_address,Dublin City,Clontarf East A,02037,Dublin,268041004
198281,2017.0,"1 THE FRIARY, CECILIA ST, TEMPLE BAR DUBLIN 2,Dublin,Ireland",01/02/2017,"1 THE FRIARY, CECILIA ST, TEMPLE BAR DUBLIN 2",Dublin 2,Dublin,380548.0,No,No,Second-Hand Dwelling house /Apartment,,2017-02-01,"The Friary, Cecilia St, Temple Bar, Dublin 2, Ireland",ROOFTOP,53.3451703,-6.263514,,premise,Dublin City,Royal Exchange A,02144,Dublin,268140015
198301,2017.0,"1 THE SQUARE, SKERRIES, DUBLIN,Dublin,Ireland",12/01/2017,"1 THE SQUARE, SKERRIES, DUBLIN",,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-01-12,"1 The Square, Townparks, Skerries, Co. Dublin, K34 PF70, Ireland",ROOFTOP,53.5800303,-6.1102055,K34 PF70,street_address,Fingal,Skerries,04034,Dublin,267123028
198302,2017.0,"1 THE TURRETS, RATHMINES RD UPPER, DUBLIN,Dublin,Ireland",12/06/2017,"1 THE TURRETS, RATHMINES RD UPPER, DUBLIN",Dublin 6,Dublin,214000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-06-12,"The Turrets, Rathmines Rd Upper, Dublin 6, Ireland",ROOFTOP,53.3190299,-6.2637702,,premise,Dublin City,Rathmines West C,02140,Dublin,268134008
198304,2017.0,"1 THE WALK, CARRICKMINES MANOR, GLENAMUCK RD,Dublin,Ireland",06/04/2017,"1 THE WALK, CARRICKMINES MANOR, GLENAMUCK RD",Dublin 18,Dublin,135550.66,No,No,Second-Hand Dwelling house /Apartment,,2017-04-06,"Apartment 17, Cairnbrook Manor, Cairnbrook Ave., Dublin 18, Ireland",ROOFTOP,53.2479193,-6.1797148,,"establishment,lodging,point_of_interest",Dn Laoghaire-Rathdown,Cabinteely-Loughlinstown,05020,Dublin,267038003
198316,2017.0,"1 TRIMLESTON RD, BOOTERSTOWN, BLACKROCK,Dublin,Ireland",10/02/2017,"1 TRIMLESTON RD, BOOTERSTOWN, BLACKROCK",,Dublin,640000.0,No,No,Second-Hand Dwelling house /Apartment,,2017-02-10,"1 Trimleston Rd, Trimblestown, Blackrock, Co. Dublin, Ireland",ROOFTOP,53.3098554,-6.2058973,,street_address,Dn Laoghaire-Rathdown,Blackrock-Booterstown,05008,Dublin,267019001
198318,2017.0,"1 Terenure Square, Terenure, Dublin 6W,Dublin,Ireland",09/02/2017,"1 Terenure Square, Terenure, Dublin 6W",Dublin 6w,Dublin,531608.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017-02-09,"1 Terenure Rd W, Terenure, Dublin 6W, Co. Dublin, Ireland",ROOFTOP,53.3096876,-6.2849454,,street_address,Dublin City,Terenure B,02149,Dublin,268145009
198320,2017.0,"1 The Avenue, Hansfield Wood, Hansfield,Dublin,Ireland",07/06/2017,"1 The Avenue, Hansfield Wood, Hansfield",Dublin 15,Dublin,277533.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017-06-07,"Clonsilla, Dublin, Ireland",GEOMETRIC_CENTER,53.3905516,-6.4322246,,"establishment,point_of_interest",Fingal,Blanchardstown-Blakestown,04009,Dublin,267028004/02
